"ID","LATITUDE","LONGITUTDE","COUNTRY","DESCRIPTION","GRAPES","NAME","REGION","YEAR"
"103",,,"France",,,"Mission Haut Brion, Pessac Léognan","Bordeaux","2005"
"2",,,"France",,,"Aile d'Argent, Bordeaux Blanc (Mouton Rothschild)","Bordeaux","1991"
"3",,,"France",,,"Angélus, Saint Emilion","Bordeaux","2012"
"4",,,"France",,,"Angélus, Saint Emilion","Bordeaux","2002"
"5",,,"France",,,"Angélus, Saint Emilion","Bordeaux","2002"
"6",,,"France",,,"Arche (Château d'), Sauternes","Bordeaux","1996"
"7",,,"France",,,"Armailhac (d'), Pauillac","Bordeaux","1989"
"8",,,"France",,,"Armailhac (d'), Pauillac","Bordeaux","1989"
"9",,,"France",,,"Arrosée (l'), Saint Emilion Grand Cru","Bordeaux","2003"
"10",,,"France",,,"Arrosée (l'), Saint Emilion Grand Cru MAGNUM","Bordeaux","2003"
"11",,,"France",,,"Ausone, Saint Emilion ","Bordeaux","1976"
"12",,,"France",,,"Ausone, Saint Emilion ","Bordeaux","1961"
"13",,,"France",,,"Baron Philippe de Rothschild, Sauternes","Bordeaux","1988"
"14",,,"France",,,"Batailley, Pauillac DEMI-BOUTEILLE (37,5cl)","Bordeaux","2010"
"15",,,"France",,,"Brillette, Moulis","Bordeaux","2010"
"16",,,"France",,,"Carbonnieux Blanc, Pessac Léognan","Bordeaux","2000"
"17",,,"France",,,"Carbonnieux Rouge, Pessac Léognan","Bordeaux","2000"
"18",,,"France",,,"Cazebonne, Entre Amis Blanc Graves","Bordeaux","2020"
"19",,,"France",,,"Cazebonne, Entre Amis Blanc Graves","Bordeaux","2019"
"20",,,"France",,,"Cazebonne, Entre Amis Rouge Graves","Bordeaux","2019"
"21",,,"France",,,"Cazebonne, Entre Amis Rouge Graves","Bordeaux","2017"
"22",,,"France",,,"Cazebonne, Le Grand Vin Blanc Graves","Bordeaux","2019"
"23",,,"France",,,"Cazebonne, Le Grand Vin Rouge Graves","Bordeaux","2019"
"24",,,"France",,,"Cazebonne, Les Parcellaires Argile Ocre de Bouché Graves Blanc","Bordeaux","2019"
"25",,,"France",,,"Cazebonne, Les Parcellaires Astéries de Darche Graves Rouge","Bordeaux","2019"
"26",,,"France",,,"Cazebonne, Les Parcellaires Duo de Darche Graves Rouge","Bordeaux","2019"
"27",,,"France",,,"Cazebonne, Les Parcellaires Feldspath de Peyron (Malbec) Graves Rouge","Bordeaux","2019"
"28",,,"France",,,"Cazebonne, Les Parcellaires Feldspath de Peyron (Sauvignon) Graves Blanc","Bordeaux","2019"
"29",,,"France",,,"Cazebonne, Les Parcellaires Galets de Cazebonne Blanc de Macération Graves Blanc","Bordeaux","2019"
"30",,,"France",,,"Cazebonne, Les Parcellaires Galets de Cazebonne Graves Rouge","Bordeaux","2019"
"31",,,"France",,,"Clerc Milon, Pauillac","Bordeaux","2018"
"32",,,"France",,,"Climens, Barsac","Bordeaux","2005"
"33",,,"France",,,"Climens, Barsac","Bordeaux","1925"
"34",,,"France",,,"Clos du Marquis, Saint Julien","Bordeaux","2003"
"35",,,"France",,,"Clos Haut Peyraguey, Sauternes","Bordeaux","2010"
"36",,,"France",,,"Clos René, Pomerol","Bordeaux","2005"
"37",,,"France",,,"Cos d'Estournel, Saint Estèphe","Bordeaux","2005"
"38",,,"France",,,"Cos d'Estournel, Saint Estèphe","Bordeaux","2002"
"39",,,"France",,,"Despagne Rapin, Louis Rapin Montagne Saint Emilion BIODYNAMIE","Bordeaux","2014"
"40",,,"France",,,"Despagne Rapin, Maison Blanche Montagne Saint Emilion","Bordeaux","2006"
"41",,,"France",,,"Despagne Rapin, Maison Blanche Montagne Saint Emilion BIODYNAMIE","Bordeaux","2014"
"42",,,"France",,,"Despagne Rapin, Montagne Saint Emilion BIODYNAMIE","Bordeaux","2016"
"43",,,"France",,,"Despagne Rapin, Vinum Simplex VDF - étiquette bleue (Cabernet Franc) - BIODYNAMIE","Bordeaux","NM"
"44",,,"France",,,"Despagne Rapin, Vinum Simplex VDF - étiquette rouge (Merlot) - BIODYNAMIE","Bordeaux","NM"
"45",,,"France",,,"Domaine de Grandmaison, Pessac Léognan","Bordeaux","2014"
"46",,,"France",,,"Eglise Clinet (l'), Pomerol","Bordeaux","2005"
"47",,,"France",,,"Fargues, Sauternes","Bordeaux","2007"
"48",,,"France",,,"Fargues, Sauternes","Bordeaux","1999"
"49",,,"France",,,"Fetyt Clinet, Pomerol","Bordeaux","2011"
"50",,,"France",,,"Fleur de Boüard, Lalande Pomerol","Bordeaux","2004"
"51",,,"France",,,"Gay (le) 2nd vin - Croix de Gay (la), Pomerol","Bordeaux","1989"
"52",,,"France",,,"Gazin, Pomerol","Bordeaux","1928"
"53",,,"France",,,"Giscours, Margaux","Bordeaux","2011"
"54",,,"France",,,"Giscours, Margaux","Bordeaux","2006"
"55",,,"France",,,"Giscours, Margaux","Bordeaux","2000"
"56",,,"France",,,"Gruaud Larose 2nd vin - Sarget de Gruaud Larose, Saint Julien","Bordeaux","2000"
"57",,,"France",,,"Guiraud, Sauternes","Bordeaux","1980"
"58",,,"France",,,"Guiraud, Sauternes","Bordeaux","1980"
"59",,,"France",,,"Haut Bages Libéral, Pauillac","Bordeaux","1990"
"60",,,"France",,,"Haut Bailly, Pessac Léognan","Bordeaux","1970"
"61",,,"France",,,"Haut Brion 2nd vin - Clarence Haut Brion, Pessac Léognan","Bordeaux","2008"
"62",,,"France",,,"Haut Brion, Pessac Léognan","Bordeaux","2008"
"63",,,"France",,,"Haut Brion, Pessac Léognan","Bordeaux","1957"
"64",,,"France",,,"Haut Marbuzet, Saint Estèphe","Bordeaux","2005"
"65",,,"France",,,"JCP Maltus Château Teyssier, Saint Emilion Grand Cru","Bordeaux","2018"
"66",,,"France",,,"JCP Maltus Lacroix, Bordeaux Supérieur","Bordeaux","2018"
"67",,,"France",,,"JCP Maltus Laforge, Saint Emilion Grand Cru","Bordeaux","2011"
"68",,,"France",,,"JCP Maltus Pezat Blanc, Bordeaux","Bordeaux","2016"
"69",,,"France",,,"JCP Maltus Pezat Blanc, Bordeaux","Bordeaux","2015"
"70",,,"France",,,"JCP Maltus Pezat Blanc, Bordeaux","Bordeaux","2013"
"71",,,"France",,,"JCP Maltus Pezat Rouge, Bordeaux Supérieur","Bordeaux","2012"
"72",,,"France",,,"Lafaurie Peyraguey, Sauternes","Bordeaux","1988"
"73",,,"France",,,"Lafite Rothschild 2nd vin -  Carruades de Lafite, Pauillac","Bordeaux","2001"
"74",,,"France",,,"Lagune (la), Haut Médoc","Bordeaux","2003"
"75",,,"France",,,"Larose Trintaudon, Haut Médoc","Bordeaux","2004"
"76",,,"France",,,"Larose Trintaudon, Haut Médoc","Bordeaux","2004"
"77",,,"France",,,"Louvière (la), Pessac Léognan","Bordeaux","1995"
"78",,,"France",,,"Louvière (la), Pessac Léognan","Bordeaux","1995"
"79",,,"France",,,"Louvière (la), Pessac Léognan","Bordeaux","1995"
"80",,,"France",,,"Louvière (la), Pessac Léognan","Bordeaux","1995"
"81",,,"France",,,"Louvière (la), Pessac Léognan","Bordeaux","1993"
"82",,,"France",,,"Louvière (la), Pessac Léognan","Bordeaux","1993"
"83",,,"France",,,"Louvière (la), Pessac Léognan","Bordeaux","1993"
"84",,,"France",,,"Lynch Bages, Pauillac","Bordeaux","2003"
"85",,,"France",,,"Magdelaine, Saint Emilion Grand Cru","Bordeaux","2005"
"86",,,"France",,,"Magdelaine, Saint Emilion Grand Cru","Bordeaux","1975"
"87",,,"France",,,"Magdelaine, Saint Emilion Grand Cru","Bordeaux","1975"
"88",,,"France",,,"Magdelaine, Saint Emilion Grand Cru","Bordeaux","1975"
"89",,,"France",,,"Malartic Lagravière Rouge, Pessac Léognan DEMI-BOUTEILLE","Bordeaux","2010"
"90",,,"France",,,"Malescasse 2nd vin - Moulin Rose de Malescasse Haut Médoc","Bordeaux","2016"
"91",,,"France",,,"Malescasse, Cru Bourgeois Haut Médoc","Bordeaux","2015"
"92",,,"France",,,"Malescasse, Cru Bourgeois Haut Médoc","Bordeaux","2014"
"93",,,"France",,,"Malescot Saint Exupéry, Margaux","Bordeaux","2015"
"94",,,"France",,,"Margaux 2nd vin - Pavillon Rouge, Margaux","Bordeaux","1999"
"95",,,"France",,,"Marquis d'Alesme, Margaux MAGNUM","Bordeaux","2012"
"96",,,"France",,,"Maucaillou, Moulis en Médoc","Bordeaux","1998"
"97",,,"France",,,"Maucaillou, Moulis en Médoc","Bordeaux","1997"
"98",,,"France",,,"Maucaillou, Moulis en Médoc","Bordeaux","1997"
"99",,,"France",,,"Millésima, Caisse 1ers Crus 6 bt (Cheval Blanc, Haut Brion, Lafite Rothschild, Latour, Margaux, Mouton Rothschild)","Bordeaux","2000"
"100",,,"France",,,"Mise de la Baronnie (Baron Philippe de Rothschild), Médoc","Bordeaux","1988"
"101",,,"France",,,"Mise de la Baronnie (Baron Philippe de Rothschild), Saint Emilion","Bordeaux","1993"
"102",,,"France",,,"Mission Haut Brion, Pessac Léognan","Bordeaux","2015"
"104",,,"France",,,"Mouton Baronne (d'Armailhac), Pauillac","Bordeaux","1988"
"105",,,"France",,,"Mouton Baronne (d'Armailhac), Pauillac","Bordeaux","1988"
"106",,,"France",,,"Mouton Cadet, Blanc Bordeaux DEMI-BOUTEILLE","Bordeaux","1990"
"107",,,"France",,,"Nardon, Saint Emilion","Bordeaux","2013"
"108",,,"France",,,"Nenin 2nd vin - Fugue de Nenin, Pomerol","Bordeaux","2013"
"109",,,"France",,,"Pape Clément 2nd vin - Le Clémentin, Pessac Léognan","Bordeaux","2000"
"110",,,"France",,,"Pape Clément 2nd vin - Le Clémentin, Pessac Léognan","Bordeaux","1996"
"111",,,"France",,,"Pavie, Saint Emilion","Bordeaux","2015"
"112",,,"France",,,"Pavie, Saint Emilion","Bordeaux","2004"
"113",,,"France",,,"Petrus, Pomerol","Bordeaux","2011"
"114",,,"France",,,"Pichon Longueville Baron, Pauillac","Bordeaux","2005"
"115",,,"France",,,"Pontet Canet, Pauillac","Bordeaux","2015"
"116",,,"France",,,"Pontet Canet, Pauillac","Bordeaux","2015"
"117",,,"France",,,"Quinault, L'Absolu Saint Emilion Grand Cru","Bordeaux","2007"
"118",,,"France",,,"Quinault, L'Enclos Saint Emilion Grand Cru MAGNUM","Bordeaux","2003"
"119",,,"France",,,"Rayne Vigneau, Sauternes","Bordeaux","1990"
"120",,,"France",,,"Rieussec, Sauternes","Bordeaux","2007"
"121",,,"France",,,"Saint Pierre, Saint Julien DOUBLE MAGNUM","Bordeaux","2010"
"122",,,"France",,,"Sociando-Mallet, Haut Médoc","Bordeaux","2010"
"123",,,"France",,,"Sociando-Mallet, Haut Médoc","Bordeaux","2005"
"124",,,"France",,,"Suduiraut, Sauternes","Bordeaux","2002"
"125",,,"France",,,"Tour Blanche (la), Sauternes","Bordeaux","1947"
"126",,,"France",,,"Tournefeuille (Vignobles), Château les Serres Bordeaux","Bordeaux","2019"
"127",,,"France",,,"Tournefeuille (Vignobles), Château Tournefeuille La Cure Lalande Pomerol","Bordeaux","2016"
"128",,,"France",,,"Tournefeuille (Vignobles), Château Tournefeuille Lalande Pomerol","Bordeaux","2017"
"129",,,"France",,,"Tournefeuille (Vignobles), Château Tournefeuille Lalande Pomerol - DEMI-BOUTEILLE","Bordeaux","2016"
"130",,,"France",,,"Tournefeuille (Vignobles), Pour Elle Saint Emilion Grand Cru","Bordeaux","2019"
"131",,,"France",,,"Tournefeuille (Vignobles), Rosalcy Lalande Pomerol","Bordeaux","2017"
"132",,,"France",,,"Trotanoy, Pomerol","Bordeaux","1955"
"133",,,"France",,,"Trotte Vieille, Saint Emilion","Bordeaux","2011"
"134",,,"France",,,"Violette (la), Pomerol","Bordeaux","2006"
"135",,,"France",,,"Yquem, Sauternes","Bordeaux","2007"
"136",,,"France",,,"Yquem, Sauternes","Bordeaux","1987"
"137",,,"France",,,"Yquem, Sauternes","Bordeaux","1967"
"138",,,"France",,,"Yquem, Sauternes","Bordeaux","1967"
"139",,,"France",,,"Amiot (Guy & Fils), Bourgogne Aligoté Les Grands Champs","Bourgogne","2016"
"140",,,"France",,,"Amiot, Chassagne Montrachet","Bourgogne","1976"
"141",,,"France",,,"Arnoux Lachaux, Nuits Saint Georges 1er Cru les Corvées","Bourgogne","2011"
"142",,,"France",,,"Arnoux Lachaux, Nuits Saint Georges 1er Cru les Poisets","Bourgogne","2012"
"143",,,"France",,,"Arnoux Lachaux, Vosne Romanée","Bourgogne","2014"
"144",,,"France",,,"Arnoux Lachaux, Vosne Romanée","Bourgogne","2013"
"145",,,"France",,,"Arnoux Lachaux, Vosne Romanée","Bourgogne","2012"
"146",,,"France",,,"Arnoux Lachaux, Vosne Romanée 1er Cru les Chaumes","Bourgogne","2014"
"147",,,"France",,,"Bachelet (Aurore), Hautes Côtes de Beaune","Bourgogne","2020"
"148",,,"France",,,"Bachelet (Aurore), Maranges 1er Cru Clos Roussots","Bourgogne","2019"
"149",,,"France",,,"Bachelet (Aurore), Saint Aubin 1er Cru en Remilly","Bourgogne","2020"
"150",,,"France",,,"Bachelet (Aurore), Santenay 1er Cru les Clos Rousseau","Bourgogne","2020"
"151",,,"France",,,"Bachelet (Vincent), Bourgogne Blanc Chardonnay","Bourgogne","2020"
"152",,,"France",,,"Bachelet (Vincent), Bourgogne Blanc Chardonnay","Bourgogne","2019"
"153",,,"France",,,"Bachelet (Vincent), Bourgogne Blanc Chardonnay","Bourgogne","2017"
"154",,,"France",,,"Bachelet (Vincent), Bourgogne Blanc Chardonnay MAGNUM","Bourgogne","2019"
"155",,,"France",,,"Bachelet (Vincent), Bourgogne Blanc Chardonnay MAGNUM","Bourgogne","2018"
"156",,,"France",,,"Bachelet (Vincent), Bourgogne Rouge Pinot Noir","Bourgogne","2020"
"157",,,"France",,,"Bachelet (Vincent), Bourgogne Rouge Pinot Noir MAGNUM","Bourgogne","2019"
"158",,,"France",,,"Bachelet (Vincent), Bourgogne Rouge Pinot Noir MAGNUM","Bourgogne","2018"
"159",,,"France",,,"Bachelet (Vincent), Chassagne Montrachet Blanc","Bourgogne","2020"
"160",,,"France",,,"Bachelet (Vincent), Chassagne Montrachet Blanc","Bourgogne","2018"
"161",,,"France",,,"Bachelet (Vincent), Gevrey Chambertin","Bourgogne","2019"
"162",,,"France",,,"Bachelet (Vincent), Gevrey Chambertin","Bourgogne","2018"
"163",,,"France",,,"Bachelet (Vincent), Maranges 1er Cru la Fussière Blanc","Bourgogne","2020"
"164",,,"France",,,"Bachelet (Vincent), Meursault Clos du Cromin","Bourgogne","2018"
"165",,,"France",,,"Bachelet (Vincent), Pommard","Bourgogne","2019"
"166",,,"France",,,"Bachelet (Vincent), Pommard Les Chanlins","Bourgogne","2017"
"167",,,"France",,,"Bachelet (Vincent), Puligny-Montrachet","Bourgogne","2020"
"168",,,"France",,,"Bachelet (Vincent), Saint Aubin 1er Cru en Remilly","Bourgogne","2020"
"169",,,"France",,,"Bachelet (Vincent), Saint Aubin 1er Cru en Remilly","Bourgogne","2018"
"170",,,"France",,,"Bachelet (Vincent), Saint Aubin 1er Cru Sentier du Clou","Bourgogne","2018"
"171",,,"France",,,"Bachelet (Vincent), Santenay","Bourgogne","2018"
"172",,,"France",,,"Bachelet (Vincent), Santenay","Bourgogne","2017"
"173",,,"France",,,"Bachelet (Vincent), Santenay","Bourgogne","2016"
"174",,,"France",,,"Bachelet (Vincent), Santenay 1er Cru Clos des Mouches","Bourgogne","2019"
"175",,,"France",,,"Bachelet (Vincent), Santenay MAGNUM","Bourgogne","2014"
"176",,,"France",,,"Belland (Roger), Santenay 1er Cru Gravière","Bourgogne","2002"
"177",,,"France",,,"Billaud Samuel, Bourgogne d'Or","Bourgogne","2018"
"178",,,"France",,,"Billaud Samuel, Chablis 1er Cru Mont de Milieu","Bourgogne","2018"
"179",,,"France",,,"Billaud Samuel, Chablis 1er Cru Montée de Tonnerre","Bourgogne","2018"
"180",,,"France",,,"Billaud Samuel, Chablis les Grands Terroirs","Bourgogne","2020"
"181",,,"France",,,"Billaud Samuel, Chablis les Grands Terroirs","Bourgogne","2011"
"182",,,"France",,,"Billaud Samuel, Chablis les Grands Terroirs - 37,5CL","Bourgogne","2015"
"183",,,"France",,,"Billaud Samuel, Petit Chablis","Bourgogne","2018"
"184",,,"France",,,"Boillot, Bonnes Mares","Bourgogne","2009"
"185",,,"France",,,"Boillot, Volnay 1er Cru Chevrets","Bourgogne","2011"
"186",,,"France",,,"Boillot, Volnay 1er Cru Santenots","Bourgogne","2011"
"187",,,"France",,,"Boillot (Henri), Volnay 1er Cru Santenots","Bourgogne","2011"
"188",,,"France",,,"Bouchard, Beaune 1er Cru Vigne de l'Enfant Jésus","Bourgogne","2011"
"189",,,"France",,,"Bouchard, Chapelle Chambertin Grand Cru","Bourgogne","2008"
"190",,,"France",,,"Bouchard, Charmes Chambertin Grand Cru","Bourgogne","2008"
"191",,,"France",,,"Bouchard, Charmes Chambertin Grand Cru","Bourgogne","2006"
"192",,,"France",,,"Bouchard, le Corton Grand Cru","Bourgogne","2009"
"193",,,"France",,,"Bouchard, le Corton Grand Cru","Bourgogne","2005"
"194",,,"France",,,"Bourée (Pierre), Beaune 1er Cru Epenottes","Bourgogne","2014"
"195",,,"France",,,"Bourée (Pierre), Beaune 1er Cru Epenottes","Bourgogne","2012"
"196",,,"France",,,"Bourée (Pierre), Bourgogne Chardonnay","Bourgogne","2018"
"197",,,"France",,,"Bourée (Pierre), Bourgogne Pinot Noir","Bourgogne","2020"
"198",,,"France",,,"Bourée (Pierre), Bourgogne Pinot Noir","Bourgogne","2017"
"199",,,"France",,,"Bourée (Pierre), Charmes Chambertin Grand Cru","Bourgogne","2006"
"200",,,"France",,,"Bourée (Pierre), Chorey les Beaune","Bourgogne","2019"
"201",,,"France",,,"Bourée (Pierre), Gevrey Chambertin","Bourgogne","2016"
"202",,,"France",,,"Bourée (Pierre), Gevrey Chambertin","Bourgogne","2015"
"203",,,"France",,,"Bourée (Pierre), Gevrey Chambertin MAGNUM","Bourgogne","2016"
"204",,,"France",,,"Bourée (Pierre), Marsannay Blanc","Bourgogne","2020"
"205",,,"France",,,"Bourée (Pierre), Marsannay Rouge","Bourgogne","2018"
"206",,,"France",,,"Bourée (Pierre), Meursault","Bourgogne","2018"
"207",,,"France",,,"Bourée (Pierre), Nuits Saint Georges","Bourgogne","2015"
"208",,,"France",,,"Bourée (Pierre), Puligny Montrachet","Bourgogne","2019"
"209",,,"France",,,"Bourée (Pierre), Saint Aubin","Bourgogne","2016"
"210",,,"France",,,"Camus, Chambertin Grand Cru","Bourgogne","1979"
"211",,,"France",,,"Cathiard (André), Vosne Romanée 1er Cru Les Suchots","Bourgogne","1991"
"212",,,"France",,,"Cathiard (André), Vosne Romanée 1er Cru Les Suchots","Bourgogne","1991"
"213",,,"France",,,"Cathiard (André), Vosne Romanée 1er Cru Malconsorts","Bourgogne","1991"
"214",,,"France",,,"Cathiard (André), Vosne Romanée 1er Cru Malconsorts","Bourgogne","1990"
"215",,,"France",,,"Charlopin Parizot, Mazis Chambertin Grand Cru","Bourgogne","2009"
"216",,,"France",,,"Clair (Bruno), Chambertin Clos Bèze Grand Cru","Bourgogne","2008"
"217",,,"France",,,"Clair (Bruno), Gevrey Chambertin 1er Cru Petite Chapelle","Bourgogne","2014"
"218",,,"France",,,"Clair (Bruno), Savigny les Beaune 1er Cru la Dominode","Bourgogne","2014"
"219",,,"France",,,"Coche Dury, Corton Charlemagne Grand Cru","Bourgogne","2010"
"220",,,"France",,,"Coche Dury, Meursault","Bourgogne","2018"
"221",,,"France",,,"Coche Dury, Meursault","Bourgogne","2012"
"222",,,"France",,,"Cordier, Mâcon Blanc au Bois d'Allier","Bourgogne","2015"
"223",,,"France",,,"Courcel, Pommard 1er Cru Les Croix Noires","Bourgogne","2010"
"224",,,"France",,,"Damoy (Pierre), Bourgogne Blanc Les Ravry","Bourgogne","2015"
"225",,,"France",,,"Dauvissat (Vincent), Chablis Grand Cru les Clos","Bourgogne","2003"
"226",,,"France",,,"Drouhin Vaudon (Joseph Drouhin), Chablis Grand Cru les Clos","Bourgogne","2019"
"227",,,"France",,,"Drouhin Vaudon (Joseph Drouhin), Chablis Grand Cru Vaudésir","Bourgogne","2019"
"228",,,"France",,,"Drouhin, Beaune 1er Cru Clos des Mouches Rouge","Bourgogne","2018"
"229",,,"France",,,"Drouhin, Beaune 1er Cru Clos des Mouches Rouge","Bourgogne","2018"
"230",,,"France",,,"Drouhin, Beaune 1er Cru Clos des Mouches Rouge","Bourgogne","2017"
"231",,,"France",,,"Drouhin, Beaune 1er Cru Clos des Mouches Rouge","Bourgogne","2017"
"232",,,"France",,,"Drouhin, Beaune 1er Cru Clos des Mouches Rouge JÉROBOAM","Bourgogne","2018"
"233",,,"France",,,"Drouhin, Beaune 1er Cru Clos des Mouches Rouge JÉROBOAM","Bourgogne","2017"
"234",,,"France",,,"Drouhin, Beaune 1er Cru Clos des Mouches Rouge JÉROBOAM","Bourgogne","2016"
"235",,,"France",,,"Drouhin, Beaune 1er Cru Clos des Mouches Rouge MAGNUM","Bourgogne","2018"
"236",,,"France",,,"Drouhin, Beaune 1er Cru Clos des Mouches Rouge MAGNUM","Bourgogne","2018"
"237",,,"France",,,"Drouhin, Beaune 1er Cru Clos des Mouches Rouge MAGNUM","Bourgogne","2016"
"238",,,"France",,,"Drouhin, Beaune 1er Cru Cras","Bourgogne","2017"
"239",,,"France",,,"Drouhin, Beaune 1er Cru Cras","Bourgogne","2017"
"240",,,"France",,,"Drouhin, Chambolle Musigny 1er Cru","Bourgogne","2017"
"241",,,"France",,,"Drouhin, Chambolle Musigny 1er Cru JÉROBOAM","Bourgogne","2018"
"242",,,"France",,,"Drouhin, Chambolle Musigny 1er Cru les Baudes","Bourgogne","2017"
"243",,,"France",,,"Drouhin, Chambolle Musigny 1er Cru MAGNUM","Bourgogne","2018"
"244",,,"France",,,"Drouhin, Charmes Chambertin Grand Cru","Bourgogne","2016"
"245",,,"France",,,"Drouhin, Charmes Chambertin Grand Cru JÉROBOAM","Bourgogne","2017"
"246",,,"France",,,"Drouhin, Corton Bressandes","Bourgogne","1995"
"247",,,"France",,,"Drouhin, Coteaux Bourguignons","Bourgogne","2019"
"248",,,"France",,,"Drouhin, Laforêt Bourgogne Blanc Chardonnay","Bourgogne","2017"
"249",,,"France",,,"Drouhin, Laforêt Bourgogne Blanc Chardonnay","Bourgogne","2015"
"250",,,"France",,,"Drouhin, Montrachet Grand Cru Marquis de Laguiche","Bourgogne","1998"
"251",,,"France",,,"Drouhin, Puligny Montrachet 1er Cru Chalumeaux JÉROBOAM","Bourgogne","2007"
"252",,,"France",,,"Drouhin, Puligny Montrachet 1er Cru Clos de la Garenne","Bourgogne","2018"
"253",,,"France",,,"Drouhin, Volnay 1er Cru Santenots","Bourgogne","2019"
"254",,,"France",,,"Dugat (Claude), Charmes Chambertin Grand Cru","Bourgogne","2019"
"255",,,"France",,,"Dugat (Claude), Gevrey Chambertin","Bourgogne","2003"
"256",,,"France",,,"Dugat (Claude), Griotte Chambertin Grand Cru","Bourgogne","2006"
"257",,,"France",,,"Ferret, Mâcon Fuissé","Bourgogne","2020"
"258",,,"France",,,"Ferret, Pouilly Fuissé","Bourgogne","2019"
"259",,,"France",,,"Ferret, Pouilly Fuissé Autour de la Roche","Bourgogne","2019"
"260",,,"France",,,"Ferret, Pouilly Fuissé Hors Classe les Ménétrières","Bourgogne","2019"
"261",,,"France",,,"Ferret, Pouilly Fuissé Tête de Cru Clos des Prouges","Bourgogne","2019"
"262",,,"France",,,"Ferret, Pouilly Fuissé Tête de Cru le Clos","Bourgogne","2019"
"263",,,"France",,,"Girardin (Vincent), Bourgogne Blanc Cuvée Saint Vincent","Bourgogne","2017"
"264",,,"France",,,"Girardin (Vincent), Bourgogne Rouge Cuvée Saint Vincent","Bourgogne","2018"
"265",,,"France",,,"Girardin (Vincent), Charmes Chambertin Grand Cru ","Bourgogne","2007"
"266",,,"France",,,"Girardin (Vincent), Chassagne Montrachet 1er Cru la Maltroie Rouge","Bourgogne","2017"
"267",,,"France",,,"Girardin (Vincent), Clos de Vougeot","Bourgogne","2010"
"268",,,"France",,,"Girardin (Vincent), Clos de Vougeot Grand Cru","Bourgogne","2010"
"269",,,"France",,,"Girardin (Vincent), Corton Charlemagne Grand Cru","Bourgogne","2017"
"270",,,"France",,,"Girardin (Vincent), Corton Perrières Grand Cru","Bourgogne","2017"
"271",,,"France",,,"Girardin (Vincent), Meursault 1er Cru Les Charmes","Bourgogne","2016"
"272",,,"France",,,"Girardin (Vincent), Meursault 1er Cru Les Perrières","Bourgogne","2016"
"273",,,"France",,,"Girardin (Vincent), Pommard 1er Cru les Epenots","Bourgogne","2017"
"274",,,"France",,,"Girardin (Vincent), Pommard Vieilles Vignes","Bourgogne","2017"
"275",,,"France",,,"Girardin (Vincent), Puligny Montrachet 1er Cru Les Combettes","Bourgogne","2018"
"276",,,"France",,,"Girardin (Vincent), Rully 1er Cru Gresigny Blanc","Bourgogne","2018"
"277",,,"France",,,"Girardin (Vincent), Santenay 1er Cru le Beauregard","Bourgogne","2016"
"278",,,"France",,,"Girardin (Vincent), Santenay Blanc Vieilles Vignes","Bourgogne","2017"
"279",,,"France",,,"Girardin (Vincent), Santenay Rouge Vieilles Vignes","Bourgogne","2019"
"280",,,"France",,,"Girardin (Vincent), Volnay ","Bourgogne","2010"
"281",,,"France",,,"Girardin (Vincent), Volnay 1er Cru les Santenots Rouge","Bourgogne","2016"
"282",,,"France",,,"Girardin (Vincent), Volnay Rouge Vieilles Vignes","Bourgogne","2016"
"283",,,"France",,,"Giroud (Camille), Charmes Chambertin ","Bourgogne","2010"
"284",,,"France",,,"Giroud (Camille), Charmes Chambertin ","Bourgogne","2008"
"285",,,"France",,,"Gras (Alain), Saint Romain Blanc","Bourgogne","2018"
"286",,,"France",,,"Guyon, Corton Charlemagne","Bourgogne","2009"
"287",,,"France",,,"Jadot (Louis), Bâtard Montrachet Grand Cru","Bourgogne","2019"
"288",,,"France",,,"Jadot (Louis), Beaune 1er Cru Clos des Ursules Rouge","Bourgogne","2019"
"289",,,"France",,,"Jadot (Louis), Beaune 1er Cru Les Theurons","Bourgogne","2011"
"290",,,"France",,,"Jadot (Louis), Bourgogne Blanc Couvent des Jacobins","Bourgogne","2020"
"291",,,"France",,,"Jadot (Louis), Bouzeron","Bourgogne","2016"
"292",,,"France",,,"Jadot (Louis), Chambertin Grand Cru","Bourgogne","2008"
"293",,,"France",,,"Jadot (Louis), Chevalier Montrachet Les Demoiselles Grand Cru","Bourgogne","2019"
"294",,,"France",,,"Jadot (Louis), Chevalier Montrachet Les Demoiselles Grand Cru","Bourgogne","1988"
"295",,,"France",,,"Jadot (Louis), Corton Charlemagne Grand Cru","Bourgogne","2019"
"296",,,"France",,,"Jadot (Louis), Corton Clos du Roi Grand Cru","Bourgogne","2019"
"297",,,"France",,,"Jadot (Louis), Echézeaux Grand Cru","Bourgogne","2019"
"298",,,"France",,,"Jadot (Louis), Gevrey-Chambertin 1er Cru Clos Saint-Jacques","Bourgogne","2015"
"299",,,"France",,,"Jadot (Louis), Grands Echézeaux Grand Cru","Bourgogne","2007"
"300",,,"France",,,"Jadot (Louis), Grands Echézeaux Grand Cru","Bourgogne","2007"
"301",,,"France",,,"Jadot (Louis), Meursault 1er Cru Les Charmes","Bourgogne","2019"
"302",,,"France",,,"Jadot (Louis), Meursault MAGNUM","Bourgogne","2014"
"303",,,"France",,,"Jadot (Louis), Pommard 1er Cru Les Grands Epenots","Bourgogne","2019"
"304",,,"France",,,"Jadot (Louis), Pommard 1er Cru Rugiens","Bourgogne","2014"
